id,text,aspect_term,aspect_category,polarity
1721,"as a retired hipster, i can say with some degree of certainty that for the last year lucky strike has been the best laid-back late night in the city.",,anecdotes/miscellaneous,positive
690,for those prices and the dressed up atmosphere you expect more and should get more.,atmosphere,price,negative
3251,"then, if they answer the phone, you're lucky if they don't hang up on you!",,service,negative
2272,they offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,drinks,price,negative
601,we went to eat at the jekyll and hyde restaurant on friday night and really enjoyed the fun atmosphere and good food.,food,ambience,positive
615,the food was pretty tradional but it was hot and good with large portions.,portions,food,positive
2162,highly recommended to all!,,anecdotes/miscellaneous,positive
2800,highly recommended.,,anecdotes/miscellaneous,positive
2525,"unless you are eating in the pizzeria side of this place, and are not in a rush, this place is a bad idea.",place,anecdotes/miscellaneous,negative
1190,you have to increase the service a lot.,service,service,negative
2336,ambiance is barely romantic but management tries.,management,ambience,negative
3265,"i must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",portions,food,negative
416,they were very abrupt with me when i called and actually claimed the food was late because they were out of rice.,rice,service,negative
3015,"after we got our sashimi order, i could not believe how small the portions were!",portions,food,negative
364,"after the main course came, we didn't see our waiter for at least 40 minutes!",waiter,service,negative
501,it will be on my to do list the next visit to nyc.,,anecdotes/miscellaneous,positive
1275,nothing better than buying a snapple for $3.25 too.,snapple,price,positive
2330,"when family came in he gave them apps to test their palets, and then ordered for them.",apps,service,neutral
460,i was pleasantly surprised to find this gem in hoboken.,,anecdotes/miscellaneous,positive
1385,"service is extraordinary, yet not overbearing, and the decor brings a taste of trendy soho into queens.",decor,ambience,positive
1088,"the dosas are skimpy, unattractive and drip with grease, and personally i'd drink popcorn topping before i'd eat another one of these.",popcorn topping,food,negative
3201,the service was excellent and the food was delicious.,food,service,positive
3481,if i wanted to deal with a crappy scene and annoying customers i'd go out in manhattan.,customers,ambience,negative
308,"after a seafood craving, i checked citysearch and chose to go to fish based on a previous review and the citysearch info.",seafood,anecdotes/miscellaneous,neutral
1157,right off the major deegan you get ladies from all over the city.,ladies,ambience,positive
2394,until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,wait,service,negative
2176,always fresh and delicious.,,food,positive
1129,"the food was very good, but not very thai.",food,food,conflict
1872,"thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,service,positive
1078,the fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,dosa batter,food,positive
61,"this is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,ambience,positive
1468,this is a fun restaurant to go to.,,anecdotes/miscellaneous,positive
1268,"the mussaman curry that i ordered was as thin as water and aside from the poorly fried tofu that i ordered in it, they graciously provided me with one piece of poorly cooked potato.",potato,food,negative
1900,had a late night dinner on a saturday night.,dinner,anecdotes/miscellaneous,neutral
843,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,ambience,positive
2184,their sake martini is wonderful.,sake martini,food,positive
1151,"well, this place is so ghetto its not even funny.",place,ambience,negative
115,bravissimo !!,,anecdotes/miscellaneous,positive
2550,once they ran out of gnochi and made it for me from scratch!,Gnochi,anecdotes/miscellaneous,positive
3635,we would like to thank marcelo and grace for a wonderful dining experience!!!,dining,anecdotes/miscellaneous,positive
2778,"found service above average, but that could be because we were 13 of us.",service,anecdotes/miscellaneous,positive
903,"when i arrived at orsay i was thrown back, in a veyr good sense.",,anecdotes/miscellaneous,positive
1227,"bagels are ok, but be sure not to make any special requests!",Bagels,food,neutral
2130,"this is the cheers of new york, whether you've ever been there or not.",,anecdotes/miscellaneous,neutral
1824,it's to die for!,,anecdotes/miscellaneous,positive
3076,cute and decorative.,,ambience,positive
2269,"i know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.",,ambience,negative
2577,fine dining restaurant quality.,quality,food,positive
2666,overall a disappointing experience for that price category.,price,price,negative
1409,"i've had the lunch buffet at chennai a couple of times, when i have been in the neighborhood.",lunch buffet,anecdotes/miscellaneous,neutral
956,the food was exceptional.,food,food,positive
1912,you will be satisfied.,,anecdotes/miscellaneous,positive
5,another great place to take out-of-towners!,,anecdotes/miscellaneous,positive
1237,"but, hey, there is anything better with a decent vegetarian selection in astoria.",,anecdotes/miscellaneous,neutral
881,we were less than impressed.,,anecdotes/miscellaneous,negative
417,a thai restaurant out of rice during dinner?,dinner,anecdotes/miscellaneous,negative
1309,but still my date was bad,,anecdotes/miscellaneous,negative
1598,would definitely go back again.,,anecdotes/miscellaneous,positive
582,i have been to rao's probably 15 times the past 3 years and it keeps getting better.,,anecdotes/miscellaneous,positive
864,the portions are small but being that the food was so good makes up for that.,food,food,conflict
711,(and i have eaten my share) which impresses me for having such a large amount of people to serve.,serve,service,positive
2228,"sure, the setting is nice.",setting,ambience,positive
2493,overall a worthwhile experience.,,anecdotes/miscellaneous,positive
2879,"the service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",prices,price,conflict
3432,"had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",bill,price,neutral
1212,"it's really a takeaway place, i wouldn't sit if i could take it home.",,anecdotes/miscellaneous,neutral
1582,the most fun restaurant i have ever been too!,,anecdotes/miscellaneous,positive
2287,best drumsticks over rice and sour spicy soup in town!,sour spicy soup,food,positive
1160,some of the finest latin women you'll see in your life hang out at jimmy's.,,ambience,positive
2773,slightly above average wines start at $70+ with only one selection listed at $30+.,wines,price,negative
2155,their whitefish salad is excellent--all whitefish with a little mayo.,mayo,food,positive
135,"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,price,positive
2839,"nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",,service,negative
3290,i had a great experience.,,anecdotes/miscellaneous,positive
471,"the chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,food,negative
2147,i recommend this place to everyone who asks me where to go for a good meal.,meal,anecdotes/miscellaneous,positive
480,the waitresses are nice--also you can just get counter service sit.,counter service,service,positive
37,the only friendly staff member was the guy at the bar.,guy,service,conflict
3160,"having been a long time ess-a-bagel fan, i was surpised to find myself return time and time again to murray's.",,anecdotes/miscellaneous,positive
3069,go for it!,,anecdotes/miscellaneous,positive
2072,highly recommended.,,anecdotes/miscellaneous,positive
1456,"you can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, la villa can't be beat.",prices,price,positive
3174,won't or can't is not in the service directory.,service,service,positive
3413,i cannot imagine a friendlier staff working in a restaurant.,staff,service,positive
1954,i do suggest to ask to be seated upstairs if you are looking to be a little cozy.,upstairs,ambience,positive
643,"to speak of the park side, words can not describe.",,anecdotes/miscellaneous,neutral
1271,"the red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,food,negative
1631,the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,priced,price,positive
689,"saul is pretty good, but definitely not great.",Saul,food,positive
3580,"i would recommend roxy's for that, but not for their food.",food,anecdotes/miscellaneous,positive
3524,we always get a sampling of appetizers and share.,appetizers,anecdotes/miscellaneous,neutral
510,"overall i was impressed and will return, it's a great qpr (quality to price ratio).",Quality,price,positive
600,"it is nearly impossible to get a table, so if you ever have the chance to go here for dinner, do not pass it up.",dinner,anecdotes/miscellaneous,conflict
424,their pad penang is delicious and everything else is fantastic.,pad penang,food,positive
3091,"the puke green walls leave a lot to be desired, but the food is very good.",walls,ambience,negative
676,"the flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,food,positive
7,"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,service,negative
1371,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,food,negative
2091,but $1 for each small piece???,,price,negative
1596,"our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,anecdotes/miscellaneous,positive
1232,big and soft as well as good lunch food.,lunch food,food,positive
967,"no food snobs allowed, this place is for people who appreciate good food.",food,food,positive
1127,i liked the food at this quasi-thai restaurant.,quasi-thai,food,positive
2576,by far the best salad i have had in a fast food restaurant.,fast food,food,positive
2242,suan is a great place that i often take my friends (classmates) too.,,anecdotes/miscellaneous,positive
2650,not a great place for family or general dining.,,anecdotes/miscellaneous,negative
2529,"as for the bar, this is another bad idea.",bar,food,negative
3167,"their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,food,conflict
1217,"unlike hh up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,food,positive
1149,i thought going to jimmys would give me a real domincan exprience.,,anecdotes/miscellaneous,neutral
2644,the barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,food,positive
2812,"same owner as the guy who owns typhoon, which is just down the street on st. marks and 1st ave.",owner,anecdotes/miscellaneous,neutral
1028,what generous portions!,portions,food,positive
2167,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,food,neutral
795,i was wrong.,,anecdotes/miscellaneous,negative
573,the wine the service was very good too.,service,service,positive
1082,"so, the menu is written in chalk above your head and it all sounds delicious.",menu,ambience,positive
1080,the highly spiced chai tea was great too.,chai tea,food,positive
2929,no plans to return anytime soon.,,anecdotes/miscellaneous,negative
752,"i have been there many times, and food is good and consistent.",food,food,positive
1641,"seriously, this is the best all you can eat in town- as everyone says, the spicy tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,food,positive
3257,there is not a single place in chinatown where you have a nice neighborhood feeling like here.,,ambience,positive
2897,"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.",decor,ambience,positive
872,i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,atmosphere,ambience,positive
2828,i just do not understand what the fuss is all about.,,anecdotes/miscellaneous,negative
2086,the meat dishes were only so-so.,meat dishes,food,neutral
3507,"his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,ambience,positive
635,"we liked it so much, that we will always make it a point to dine here when we visit new york.",,anecdotes/miscellaneous,positive
957,"the menu consisted of standard brassiere food, better then places like balthazar etc.",brassiere food,food,positive
2249,"i have been a longtime fan of holy basil in the east village, and while i do believe their food has slightly slipped in quality, i have been hesitant to be disloyal.",quality,food,negative
1724,"but the best part about ls is the late night atmosphere, delightfully free of the bts.",atmosphere,ambience,positive
761,for an untrendy rip-off- eat here.,,anecdotes/miscellaneous,negative
1640,and you're hungry a few hours later.,,food,neutral
2322,i can't wait to go back.,,anecdotes/miscellaneous,positive
3476,i hate hate hate this place.,,anecdotes/miscellaneous,negative
2080,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,Manager,service,positive
866,the staff there is very attentive and down to earth.,staff,service,positive
1031,"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,ambience,positive
712,"the service is always bad though, don't expect much of anything from your server, and i would not recommend bringing a date here either.",server,service,negative
3226,monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,course,price,positive
3093,wonderful!,,anecdotes/miscellaneous,positive
931,it took them 15 minutes to put water in our glasses.,water,service,negative
979,the service is descent even when this small place is packed.,place,service,positive
1205,this is the best sushi in new york city - hands down.,sushi,food,positive
1414,go hungry and enjoy.,,anecdotes/miscellaneous,positive
3603,i have eaten a lot of pizza here.,pizza,anecdotes/miscellaneous,neutral
2809,this place is worth an one-hour drive.,,anecdotes/miscellaneous,positive
2567,great value for the quality ingredients.,ingredients,price,positive
1419,"the thali was small, thoroughly unremarkable, and $14.95.",Thali,price,negative
305,the sushi is also great!,sushi,food,positive
2843,from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,Cakebread Cabernet,food,positive
1931,truly the mark of an attentive waiter.,waiter,service,positive
181,"the food here is rather good, but only if you like to wait for it.",food,service,negative
3579,i got an excellent piece of cheesecake and we had several other nice pastries.,pastries,food,positive
2455,"the staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",menu,service,positive
2040,the makhani was ok --the korma was bland.,korma,food,negative
3080,the food is inventive but still keeps traditional indian flavoring.,food,food,positive
2849,all i can say is wow!,,anecdotes/miscellaneous,positive
1465,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.",service,ambience,conflict
2927,"the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic, just simple, small and sparse.",place,ambience,positive
1544,this is a cute place and could be good but they need to get their act together.,place,ambience,positive
2161,the lox is always fresh too.,lox,food,positive
3115,"sure enough, exactly 30 minutes later we got the call and were seated promptly.",,service,positive
1341,service was very friendly.,Service,service,positive
3468,so all i'm trying to say is this restaurant is by far the best thai food restaurant i've ever been to.,thai food,anecdotes/miscellaneous,positive
840,food was ok - fish was cooked well.,fish,food,positive
1011,we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food.,chinese food,food,positive
698,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,duck confit,food,positive
14,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",staff,service,negative
557,the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely.,service,service,conflict
1788,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",menu,food,conflict
3302,the staff offers impeccable service.,service,service,positive
1651,the catch is that you are charged extra for anything that you leave on your plate so don't be a greedy pig!,,price,negative
160,we ended our great experience by having gulab jamun (dessert) recommended by the waiter.,waiter,food,positive
1777,wont come back again for sure!,,anecdotes/miscellaneous,negative
919,i went to utsav about a yr ago with my family.,,anecdotes/miscellaneous,neutral
2427,"this place doesn't compare with mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",quality,price,negative
2404,"the place is sleek, modern and playfull and i will return again frequently.",place,ambience,positive
116,"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",prices,food,positive
2008,the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,food,positive
2206,"after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,service,negative
1010,and the bill was outragous.,bill,price,negative
89,"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",priced,price,positive
2994,"kind, attentive wait staff.",wait staff,service,positive
879,bon appettite!!,,anecdotes/miscellaneous,positive
2572,salads were fantastic.,Salads,food,positive
1288,the owners and employees are friendly and their pizza is fantastic.,pizza,service,positive
3604,"la rosa waltzes in, and i think they are doing it the best.",,anecdotes/miscellaneous,positive
1723,"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,food,positive
3491,the food is authentic italian - delicious!,food,food,positive
3610,"a great addition to smith street: finally, a place that's not pretentious and filled with women wearing ugg boots.",,anecdotes/miscellaneous,positive
2909,skip dessert.,dessert,food,negative
2656,we spent $200 in this place and left hungry and very disappointed.,,price,negative
2598,it is simply amazing.,,anecdotes/miscellaneous,positive
3172,i complete the total bagel experience by having it lightly toasted.,bagel,anecdotes/miscellaneous,neutral
1795,it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,service,negative
2992,i liked this place the first time but doubt i will ever return.,,anecdotes/miscellaneous,negative
3438,the service is good and ambience is good for a date or group outing.,ambience,ambience,positive
1276,a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $2.50.,case of snapple,anecdotes/miscellaneous,neutral
730,it's all about the food !!,food,food,positive
1870,fast service.,service,service,positive
2367,"skip this restaurant, it's a big disappointment.",,anecdotes/miscellaneous,negative
1519,"the staff is excellent, specjal: that girl behind the bar, european chic.",bar,service,positive
2904,"stick with the chicken, beef, and lamb dishes.",lamb dishes,food,positive
1009,"the service was bad, the food took to forever to come, we sat on the upper level.",food,service,negative
2642,"we a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,food,positive
43,always full with tourists (especially because of it's close proximity to rockefeller center).,,ambience,neutral
1460,"the decor is nice, but more casual than fine dining.",decor,ambience,conflict
307,this restaurant is a wonderful place to go many times and it is reasonably priced.,priced,price,positive
860,"bravo, blue hill!",,anecdotes/miscellaneous,positive
2594,"conveniently located too, being right on bedford ave.",,anecdotes/miscellaneous,positive
607,my friends and i came across this place while walking in the village.,,anecdotes/miscellaneous,neutral
1338,"bottom line: b+ for the food, f for the service.",service,service,negative
1625,the only thing the waiters don't do for you is wipe your chin when you leave.,waiters,service,positive
2665,this place is to be avoided.,,anecdotes/miscellaneous,negative
2095,"stick to dimsum, not super overpriced noodles.",dimsum,price,negative
989,the service is fine and they allow you to enjoy the view.,view,ambience,positive
1803,my sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,,anecdotes/miscellaneous,negative
3047,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,service,negative
850,"at 6:30, we were the third party there.",,anecdotes/miscellaneous,neutral
2993,delicious simple food in nice outdoor atmosphere.,atmosphere,ambience,positive
2596,i will definetly be going back.,,anecdotes/miscellaneous,positive
3602,"no, really.",,anecdotes/miscellaneous,neutral
3108,"the food is good, but very expensive for the casualness of it.",food,price,negative
3439,the only fallback on this restaurant is the prices.,prices,price,negative
1604,i've been to naples 45 for dinner twice.,dinner,anecdotes/miscellaneous,neutral
1440,the hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,food,negative
101,i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,,ambience,positive
351,try sushimi cucumber roll.,sushimi cucumber roll,food,positive
2009,i'm saving up for my next visit.,,anecdotes/miscellaneous,positive
988,the food is delicious.,food,food,positive
2963,their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,price,positive
3412,this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,ambience,positive
1311,amma is nothing special.,,anecdotes/miscellaneous,negative
246,yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,food,neutral
1771,"believe us, we've been eating sushi for over 15 yrs.",sushi,anecdotes/miscellaneous,neutral
1913,"worth it for a special occasion, or any time!",,anecdotes/miscellaneous,positive
1394,the atmosphere is much better than sripraphai (more modern and sleek).,atmosphere,ambience,positive
226,i recommend to anyone who wants to dress up and impress the lady.,,anecdotes/miscellaneous,positive
3642,"the food is outstanding and the service is quick, friendly and very professional.",service,service,positive
2159,"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,food,positive
1708,"i had a late dinner at lucky stike, a great name for a joint if ever i saw one.",dinner,anecdotes/miscellaneous,neutral
593,"been there, done that, and new york, it's not that big a deal.",,anecdotes/miscellaneous,neutral
230,definitely a once a year treat that i look forward to around the holidays!,,anecdotes/miscellaneous,positive
1061,service is fast and friendly.,Service,service,positive
3136,from an english speaking staff.,staff,anecdotes/miscellaneous,neutral
947,"anyhow, we were able to sit as long as we wanted and chat, which was nice.",,ambience,positive
1514,and they have these home made potato chips at the bar that are the most delicious things in the world!,bar,food,positive
3187,a defitely must visit.,,anecdotes/miscellaneous,positive
1906,my husband and i enjoyed each of the 6 taste size portions and left completely full.,portions,food,positive
2700,"i went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,service,negative
2781,"we all ate pasta entre'es, which were great.",pasta entre'es,food,positive
15,my friends and i showed up on a sat.,,anecdotes/miscellaneous,neutral
1970,the steak was excellent and one of the best i have had (i tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,food,positive
2942,great experience overall.,,anecdotes/miscellaneous,positive
2465,perfect for dates!,,ambience,positive
2038,the food was boring and expensive.,food,price,negative
186,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,ambience,positive
2127,terrific menu full of unique rolls and special dishes.,dishes,food,positive
130,the service is ok but could be better.,service,service,negative
702,"we love the food, drinks, and atmosphere!",atmosphere,ambience,positive
3510,i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,service,negative
3030,(i've ordered from the 2nd ave.,,anecdotes/miscellaneous,neutral
1320,"nothing against a good sales call, but the tactics at amma are just too obvious.",,service,negative
328,"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!",Fish,anecdotes/miscellaneous,positive
512,"took my mom for mother's day, and the maitre d' was pretty rude.",maitre d',anecdotes/miscellaneous,negative
3019,my husband and i have been there a couple of times and each time we sat at the sushi bar (chef yoshi) and ordered everything ala carte.,ala carte,anecdotes/miscellaneous,neutral
1683,"the vibe is very relaxed and cozy, service was great and the food was excellent!",food,ambience,positive
195,"if the weather is nice, try to snag an outside table.",table,ambience,neutral
2623,"if you are looking for a good quality, cheap eats - this is the place.",quality,price,positive
1974,"however, for what we spent, overall, it just was not up to par.",,price,negative
959,the service was friendly and the atmosphere was casual.,atmosphere,ambience,positive
419,a friend from seattle and i went on a thursday night around 8:30.,,anecdotes/miscellaneous,neutral
2172,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,bagels,food,positive
3518,"i recommend their pad see ew, pork chops or tofu plates.",Tofu plates,food,positive
1171,never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,quantity,price,positive
1518,"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.",bar,food,positive
941,the service was excellent - friendly and attentive.,service,service,positive
2898,"the main course had an average portion, and was decent overall.",portion,food,positive
1960,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,service,conflict
706,"just remember, the later you go, the longer you may have to wait.",,anecdotes/miscellaneous,neutral
214,"waitstaff is great, very attentive.",Waitstaff,service,positive
1285,i live in the neightborhood and am a regular.,,anecdotes/miscellaneous,positive
560,the dinner menu is diverse and top-notch as well.,dinner menu,food,positive
2461,it is what modern cuisine is all about.,CUISINE,anecdotes/miscellaneous,positive
3022,"in any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",,price,negative
2065,i definitely will go back.,,anecdotes/miscellaneous,positive
2468,"i don't like indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,food,positive
3558,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,food,positive
3063,finally!,,anecdotes/miscellaneous,positive
1977,"forget the rush and the wait and the noise (which isn't actually that bad), i mean please, who goes to a steakhouse to be coddled and romantic?",rush,ambience,conflict
87,"having hunted around for a quiet, romantic, yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot.",,anecdotes/miscellaneous,neutral
2499,i've never been disappointed.,,anecdotes/miscellaneous,positive
2093,i won't go back unless someone else is footing the bill.,bill,price,negative
2153,"we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze (they told me that if i call in the order, they'd bring it out to the car so i wouldn't have to look for parking).",bagels,service,positive
721,"from the street it looks very hidden, and is actually an old warehouse.",,anecdotes/miscellaneous,neutral
1156,jimmy's is hands down the hottest night spot in the bronx.,spot,ambience,positive
2409,and i would have to agree with the masses in terms of service - delivery is their achilles' heel.,delivery,service,negative
3233,my boyfriend and i have been to the minnow four times now and we have consistently been impressed.,,anecdotes/miscellaneous,positive
2359,"the $300 bill was a bit steep, but the experience was great.",bill,price,negative
3545,"i wouldn't mind going back some time, but not before trying others nearby.",,anecdotes/miscellaneous,conflict
2968,"nice ambiance, nice little bar, good bartender, francois, and good service.",ambiance,ambience,positive
210,i found this restaurant to be one that truly values its patrons.,,anecdotes/miscellaneous,positive
382,"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,food,positive
1715,i would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,food,positive
1517,"for some reason the place was empty when we got in and remained so for the entire evening, i don't understand why but we had a blast and will definately go back the next time we are in the area.",,anecdotes/miscellaneous,positive
611,simple comfort food and what hot and lage portions.,portions,food,positive
2379,but i just would like to say i read the reviews people left and thats why i checked it out.,,anecdotes/miscellaneous,neutral
1643,"stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,food,negative
2305,"i've eaten at pizza gruppo a few times, but more often i order delivery.",,anecdotes/miscellaneous,neutral
2989,we didn't get drink refills and she didn't even offer us the option of dessert.,dessert,service,negative
848,beautiful experience.,,anecdotes/miscellaneous,positive
2156,the bagels are also reasonably priced for nyc.,priced,price,positive
1966,"if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,anecdotes/miscellaneous,positive
2088,decor leaves something to be desired.,Decor,ambience,negative
1150,jimmy is dominican!,,anecdotes/miscellaneous,neutral
185,"also, specify if you like your food spicy- its rather bland if you don't.",food,food,neutral
1710,"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,food,negative
2610,coming from boston this place is like emma's pizza in kendall square in cambridge (although they have more funky toppings!),toppings,anecdotes/miscellaneous,neutral
649,"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",LOBSTER TAILS,price,positive
3450,"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.",desserts,service,neutral
974,"i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go.",Beef Cube on rice,food,positive
3089,"oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained.",portraits,ambience,positive
647,"the food is spectacular, from the appitizers to the main course, and then of course the desserts, (wow) you'll need no more.",desserts,food,positive
2954,the neighborhood was nice though so check out another restaurant instead.,,anecdotes/miscellaneous,negative
378,my fish was delicious in an incredible curry sauce.,curry sauce,food,positive
490,if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side.,deli,anecdotes/miscellaneous,positive
3245,"even upon delivery, their juicy pork buns are quite good . .",pork buns,food,positive
1426,this is also where i was from.,,anecdotes/miscellaneous,neutral
1992,everything is for sale in here including the sculptured iron statue on the table.,,anecdotes/miscellaneous,neutral
414,"average to good thai food, but terrible delivery.",delivery,service,negative
1857,the space is nice but when we order our drink we were in for a surprise.,drink,ambience,positive
164,the entire place and the treatment we received felt as a conveyor belt.,place,ambience,negative
1480,joe's pizza used to have the best slice until this pizzeria opened up.,slice,anecdotes/miscellaneous,positive
904,i in all reality felt as if i had just gotten off air france and was in the 8th district in paris.,,ambience,positive
3094,i have never had anything like it!,,anecdotes/miscellaneous,positive
1717,"yeah the crowd can take it a bit seriously, but it shouldn't.",,anecdotes/miscellaneous,neutral
3663,and they provided a delicious dessert on the house!,dessert,service,positive
3250,"they are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",reservation,service,negative
3366,"the food is amazing, rich pastas and fresh doughy pizza.",pizza,food,positive
3073,"food was very good, but not what i would consider out of this world.",Food,food,positive
3303,i had lobster bisque it has 2 oz. of maine lobster in it.,Maine Lobster,food,positive
1299,"i am indian, and i have tried many indian places in ny.",,anecdotes/miscellaneous,neutral
704,"try the pad thai, it's fabulous and their prices are so cheap!",prices,price,positive
2488,"on a recent saturday night, i was with a group of 5 at the bread bar.",,anecdotes/miscellaneous,neutral
1839,food is great and inexpensive.,Food,price,positive
